"URL","primary query","secondary queries","page type","cannibalization notes"
"/","Locale Redirect","","root-redirect","Low overlap risk"
"/_not-found","404: This page could not be found.","","404","Low overlap risk"
"/en/tools/grid-combine","grid combine pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; grid combine","tool-page","Low overlap risk"
"/en/tools/header-footer","header &amp; footer","custom text pdf; page numbers pdf; date pdf; pdf header","tool-page","Low overlap risk"
"/en/tools/heic-to-pdf","heic to pdf","iphone photos pdf; multiple images pdf; page size pdf; convert heic","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/image-to-pdf","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; convert image","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/invert-colors","invert colors","dark mode pdf; invert all pdf; preserve images pdf; invert pdf colors","tool-page","Low overlap risk"
"/en/tools/jpg-to-pdf","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpeg to pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/json-to-pdf","json to pdf","formatted output pdf; syntax highlighting pdf; page size pdf; convert json","tool-page","Low overlap risk"
"/en/tools/linearize-pdf","linearize pdf","fast web view pdf; optimize streaming pdf; batch process pdf; fast web view","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/markdown-to-pdf","markdown to pdf","commonmark pdf; gfm pdf; code highlighting pdf; md to pdf","tool-page","Low overlap risk"
"/en/tools/merge-pdf","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; merge pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/mobi-to-pdf","mobi to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert mobi","tool-page","Low overlap risk"
"/en/tools/n-up-pdf","n-up pdf","2 up pdf; 4 up pdf; 6 up pdf; multiple pages per sheet","tool-page","Low overlap risk"
"/en/tools/ocg-manager","pdf layer manager (ocg)","view layers pdf; toggle layers pdf; add layers pdf; pdf layers","tool-page","Low overlap risk"
"/en/tools/ocr-pdf","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; searchable pdf","tool-page","Low overlap risk"
"/en/tools/organize-pdf","organize pdf pages","reorder pdf pages; delete pdf pages; arrange pdf pages; organize pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/page-dimensions","page dimensions","analyze size pdf; orientation pdf; units conversion pdf; pdf page size","tool-page","Low overlap risk"
"/en/tools/page-numbers","page numbers","custom position pdf; custom format pdf; start number pdf; add page numbers","tool-page","Low overlap risk"
"/en/tools/pdf-booklet","pdf booklet creator","booklet layout pdf; saddle stitch pdf; grid modes pdf; pdf booklet","tool-page","Low overlap risk"
"/en/tools/pdf-multi-tool","pdf multi tool","all in one pdf tool; pdf editor and organizer; browser pdf workspace; pdf editor","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/pdf-reader","pdf reader","page navigation pdf; zoom pdf; rotate pdf; pdf viewer","tool-page","Low overlap risk"
"/en/tools/pdf-to-bmp","pdf to bmp","all pages pdf; selected pages pdf; dpi setting pdf; convert pdf to bitmap","tool-page","Low overlap risk"
"/en/tools/pdf-to-docx","pdf to docx","convert pdf to word; pdf to editable document; pdf to docx browser; pdf to word","tool-page","Low overlap risk"
"/en/tools/pdf-to-excel","pdf to excel","extract pdf table to excel; convert pdf tables to xlsx; pdf spreadsheet export; pdf to xlsx","tool-page","Low overlap risk"
"/en/tools/pdf-to-greyscale","pdf to greyscale","convert colors pdf; preserve text pdf; all pages pdf; grayscale pdf","tool-page","Low overlap risk"
"/en/tools/pdf-to-jpg","pdf to jpg","convert pdf to image; extract pdf pages as jpg; pdf page to jpg; pdf to jpeg","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/pdf-to-json","pdf to json","extract text pdf; extract metadata pdf; structured output pdf; extract pdf data","tool-page","Low overlap risk"
"/en/tools/pdf-to-markdown","pdf to markdown","extract text pdf; preserve headings pdf; detect lists pdf; convert pdf to md","tool-page","Low overlap risk"
"/en/tools/pdf-to-pdfa","pdf to pdf/a","pdfa 1b pdf; pdfa 2b pdf; pdfa 3b pdf; pdf to pdfa","tool-page","Low overlap risk"
"/en/tools/pdf-to-png","pdf to png","convert pdf to png; save pdf page as png; pdf page to transparent image; pdf image extraction","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/pdf-to-pptx","pdf to powerpoint","preserve layout pdf; editable slides pdf; high quality images pdf; pdf to pptx","tool-page","Low overlap risk"
"/en/tools/pdf-to-svg","pdf to svg","vector output pdf; scalable quality pdf; page preview pdf; convert pdf to svg","tool-page","Low overlap risk"
"/en/tools/pdf-to-tiff","pdf to tiff","all pages pdf; multi page tiff pdf; dpi setting pdf; convert pdf to tiff","tool-page","Low overlap risk"
"/en/tools/pdf-to-webp","pdf to webp","all pages pdf; selected pages pdf; quality setting pdf; convert pdf to webp","tool-page","Low overlap risk"
"/en/tools/pdf-to-zip","pdfs to zip","package pdfs pdf; compression pdf; batch process pdf; pdf to zip","tool-page","Low overlap risk"
"/en/tools/png-to-pdf","png to pdf","multiple images pdf; transparency pdf; page size pdf; convert png","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/posterize-pdf","posterize pdf","split large page pdf; custom grid pdf; overlap setting pdf; tile pdf","tool-page","Low overlap risk"
"/en/tools/psd-to-pdf","psd to pdf","multiple files pdf; psd layers pdf; page size pdf; convert psd","tool-page","Low overlap risk"
"/en/tools/rasterize-pdf","rasterize pdf","dpi control pdf; png jpeg webp pdf pdf; page range pdf; pdf to image","tool-page","Low overlap risk"
"/en/tools/remove-annotations","remove annotations","remove comments pdf; remove highlights pdf; remove links pdf; remove pdf annotations","tool-page","Low overlap risk"
"/en/tools/remove-blank-pages","remove blank pages","auto detect pdf; threshold setting pdf; preview pdf; delete empty pages","tool-page","Low overlap risk"
"/en/tools/remove-metadata","remove pdf metadata","clean pdf metadata; strip document metadata; pdf privacy cleanup; strip metadata","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/remove-restrictions","remove restrictions","remove password pdf; remove security pdf; unlock pdf pdf; remove pdf restrictions","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/repair-pdf","repair pdf file","fix broken pdf; corrupt pdf repair; pdf wont open fix; repair pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/reverse-pages","reverse pages","reverse order pdf; batch process pdf; reverse pdf; flip page order","tool-page","Low overlap risk"
"/en/tools/rotate-custom","rotate by custom degrees","custom angle pdf; selected pages pdf; preview pdf; rotate pdf custom angle","tool-page","Low overlap risk"
"/en/tools/rotate-pdf","rotate pdf","90 degree pdf; 180 degree pdf; 270 degree pdf; turn pdf pages","tool-page","Low overlap risk"
"/en/tools/sanitize-pdf","sanitize pdf","remove metadata pdf; remove annotations pdf; remove scripts pdf; clean pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/sign-pdf","sign pdf in browser","add signature to pdf; draw signature on pdf; pdf signature tool; sign pdf","tool-page","Low overlap risk"
"/en/tools/split-pdf","split pdf pages","extract pages from pdf; separate pdf pages; split pdf in browser; split pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/svg-to-pdf","svg to pdf","vector quality pdf; multiple files pdf; page size pdf; convert svg","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/table-of-contents","table of contents","generate toc pdf; from bookmarks pdf; custom style pdf; pdf table of contents","tool-page","Low overlap risk"
"/en/tools/text-color","change text color","change text color pdf; all text pdf; selected text pdf; change pdf text color","tool-page","Low overlap risk"
"/en/tools/tiff-to-pdf","tiff to pdf","multi page tiff pdf; high quality pdf; page size pdf; convert tiff","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/txt-to-pdf","text to pdf","font selection pdf; page size pdf; margins pdf; txt to pdf","tool-page","Low overlap risk"
"/en/tools/validate-signature","validate signature","verify signatures pdf; certificate info pdf; integrity check pdf; validate pdf signature","tool-page","Low overlap risk"
"/en/tools/view-metadata","view metadata","view properties pdf; view author pdf; view dates pdf; pdf metadata","tool-page","Low overlap risk"
"/en/tools/webp-to-pdf","webp to pdf","multiple images pdf; page size pdf; quality pdf; convert webp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/xps-to-pdf","xps to pdf","preserve layout pdf; high fidelity pdf; vector graphics pdf; convert xps","tool-page","Low overlap risk"
"/en/workflow","pdf workflow builder","browser pdf workflow; repeat pdf tasks; client side pdf workflow; OpenToolsKit","workflow","Low overlap risk"
"/es","browser pdf tools","private pdf tools; local pdf tools; pdf tools without upload; OpenToolsKit","homepage","Low overlap risk"
"/es/about","about opentoolskit","opentoolskit agpl; browser side file tools; private utility platform; OpenToolsKit","trust-page","Low overlap risk"
"/es/contact","opentoolskit support","opentoolskit github; opentoolskit source code; agpl source availability; OpenToolsKit","trust-page","Low overlap risk"
"/es/faq","opentoolskit faq","browser pdf tools faq; pdf privacy faq; local pdf processing questions; OpenToolsKit","trust-page","Low overlap risk"
"/es/privacy","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","trust-page","Low overlap risk"
"/es/tools","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","tools-directory","Low overlap risk"
"/es/tools/add-attachments","aÃ±adir adjuntos","embed files pdf; multiple attachments pdf; any format pdf; adjuntos pdf","tool-page","Low overlap risk"
"/es/tools/add-blank-page","aÃ±adir pÃ¡gina en blanco","insert position pdf; page size pdf; multiple pages pdf; aÃ±adir pÃ¡gina blanco","tool-page","Low overlap risk"
"/es/tools/add-stamps","aÃ±adir sellos","image stamps pdf; preset stamps pdf; custom position pdf; sellos pdf","tool-page","Low overlap risk"
"/es/tools/add-watermark","add watermark to pdf","watermark pdf in browser; add text watermark pdf; add image watermark pdf; marca de agua pdf","tool-page","Low overlap risk"
"/es/tools/alternate-merge","combinaciÃ³n alternada","alternate pages pdf; preserve bookmarks pdf; custom order pdf; combinar alternado","tool-page","Low overlap risk"
"/es/tools/background-color","color de fondo","custom color pdf; all pages pdf; selected pages pdf; color de fondo pdf","tool-page","Low overlap risk"
"/es/tools/bmp-to-pdf","bmp a pdf","multiple images pdf; page size pdf; compression pdf; convertir bmp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/bookmark","editar marcadores","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; marcadores pdf","tool-page","Low overlap risk"
"/es/tools/category/convert-from-pdf","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/convert-to-pdf","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/edit-annotate","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/optimize-repair","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/organize-manage","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/secure-pdf","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/cbz-to-pdf","cbz to pdf","comic archive pdf; image extraction pdf; page order pdf; comic to pdf","tool-page","Low overlap risk"
"/es/tools/change-permissions","cambiar permisos","print permission pdf; copy permission pdf; edit permission pdf; permisos pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/combine-single-page","combinar en pÃ¡gina Ãºnica","continuous scroll pdf; stitch pages pdf; custom spacing pdf; combinar pÃ¡gina Ãºnica","tool-page","Low overlap risk"
"/es/tools/compare-pdfs","comparar pdfs","side by side pdf; highlight differences pdf; overlay mode pdf; comparar pdf","tool-page","Low overlap risk"
"/es/tools/compress-pdf","compress pdf file","reduce pdf size; pdf too large for upload; shrink pdf in browser; comprimir pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/crop-pdf","recortar pdf","trim margins pdf; custom crop pdf; all pages pdf; cortar pdf","tool-page","Low overlap risk"
"/es/tools/decrypt-pdf","decrypt pdf","remove password from pdf; unlock pdf in browser; open protected pdf; descifrar pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/delete-pages","delete pdf pages","remove pages from pdf; delete pages from pdf online; trim pdf pages; eliminar pÃ¡ginas pdf","tool-page","Low overlap risk"
"/es/tools/deskew-pdf","enderezar pdf","auto straighten pdf; scanned documents pdf; angle detection pdf; corregir pdf inclinado","tool-page","Low overlap risk"
"/es/tools/digital-sign-pdf","digitally sign pdf","certificate sign pdf; x509 pdf signature; sign pdf with certificate; firma digital pdf","tool-page","Low overlap risk"
"/es/tools/divide-pages","dividir pÃ¡ginas","horizontal split pdf; vertical split pdf; custom divisions pdf; dividir pÃ¡ginas pdf","tool-page","Low overlap risk"
"/es/tools/djvu-to-pdf","djvu a pdf","preserve formatting pdf; dpi setting pdf; quality setting pdf; convertir djvu","tool-page","Low overlap risk"
"/es/tools/edit-attachments","editar adjuntos","view attachments pdf; remove attachments pdf; rename attachments pdf; editar adjuntos pdf","tool-page","Low overlap risk"
"/es/tools/edit-metadata","editar metadatos","edit title pdf; edit author pdf; edit subject pdf; editar metadatos pdf","tool-page","Low overlap risk"
"/es/tools/edit-pdf","edit pdf in browser","annotate pdf online; add notes to pdf; mark up pdf locally; editar pdf","tool-page","Low overlap risk"
"/es/tools/email-to-pdf","email a pdf","inline images pdf; attachments pdf; cc bcc pdf; eml a pdf","tool-page","Low overlap risk"
"/es/tools/encrypt-pdf","encrypt pdf","password protect pdf; secure pdf with password; pdf encryption browser; cifrar pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/epub-to-pdf","epub to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert epub","tool-page","Low overlap risk"
"/es/tools/extract-attachments","extraer adjuntos","extract all pdf; zip output pdf; batch extract pdf; extraer adjuntos pdf","tool-page","Low overlap risk"
"/es/tools/extract-images","extract images from pdf","extract all images pdf; filter small pdf; download zip pdf; extract pdf images","tool-page","Low overlap risk"
"/es/tools/extract-pages","extract pages from pdf","save selected pdf pages; extract pdf pages into new file; pull pages from pdf; extraer pÃ¡ginas pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/extract-tables","extract tables from pdf","json export pdf; markdown export pdf; csv export pdf; extract tables","tool-page","Low overlap risk"
"/es/tools/fb2-to-pdf","fb2 a pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convertir fb2","tool-page","Low overlap risk"
"/es/tools/find-and-redact","redact pdf","remove sensitive text from pdf; pdf redaction tool; find and redact pdf; find and redact","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/fix-page-size","corregir tamaÃ±o de pÃ¡gina","standardize size pdf; custom size pdf; preserve content pdf; corregir tamaÃ±o pdf","tool-page","Low overlap risk"
"/es/tools/flatten-pdf","aplanar pdf","flatten forms pdf; flatten annotations pdf; non editable pdf; flatten pdf","tool-page","Low overlap risk"
"/es/tools/font-to-outline","font to outline","convert fonts pdf; vector paths pdf; compatibility pdf; outline fonts","tool-page","Low overlap risk"
"/es/tools/form-creator","crear formularios","text fields pdf; checkboxes pdf; dropdowns pdf; crear formularios pdf","tool-page","Low overlap risk"
"/es/tools/form-filler","fill pdf form online","fill pdf form in browser; complete pdf form without printing; type into pdf form; rellenar formularios pdf","tool-page","Low overlap risk"
"/es/tools/grid-combine","combinar en cuadrÃ­cula pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; combinar cuadrÃ­cula","tool-page","Low overlap risk"
"/es/tools/header-footer","encabezado y pie de pÃ¡gina","custom text pdf; page numbers pdf; date pdf; encabezado pdf","tool-page","Low overlap risk"
"/es/tools/heic-to-pdf","heic a pdf","iphone photos pdf; multiple images pdf; page size pdf; convertir heic","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/image-to-pdf","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; imagen a pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/invert-colors","invertir colores","dark mode pdf; invert all pdf; preserve images pdf; invertir colores pdf","tool-page","Low overlap risk"
"/es/tools/jpg-to-pdf","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpg a pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/json-to-pdf","json a pdf","formatted output pdf; syntax highlighting pdf; page size pdf; convertir json","tool-page","Low overlap risk"
"/es/tools/linearize-pdf","linearizar pdf","fast web view pdf; optimize streaming pdf; batch process pdf; fast web view","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/markdown-to-pdf","markdown to pdf","commonmark pdf; gfm pdf; code highlighting pdf; md to pdf","tool-page","Low overlap risk"
"/es/tools/merge-pdf","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; combinar pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/mobi-to-pdf","mobi to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert mobi","tool-page","Low overlap risk"
"/es/tools/n-up-pdf","n-up pdf","2 up pdf; 4 up pdf; 6 up pdf; mÃºltiples pÃ¡ginas","tool-page","Low overlap risk"
"/es/tools/ocg-manager","pdf layer manager (ocg)","view layers pdf; toggle layers pdf; add layers pdf; pdf layers","tool-page","Low overlap risk"
"/es/tools/ocr-pdf","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; reconocimiento texto","tool-page","Low overlap risk"
"/es/tools/organize-pdf","organize pdf pages","reorder pdf pages; delete pdf pages; arrange pdf pages; organizar pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/page-dimensions","dimensiones de pÃ¡gina","analyze size pdf; orientation pdf; units conversion pdf; dimensiones pdf","tool-page","Low overlap risk"
"/es/tools/page-numbers","nÃºmeros de pÃ¡gina","custom position pdf; custom format pdf; start number pdf; nÃºmeros de pÃ¡gina pdf","tool-page","Low overlap risk"
"/es/tools/pdf-booklet","pdf booklet creator","booklet layout pdf; saddle stitch pdf; grid modes pdf; pdf booklet","tool-page","Low overlap risk"
"/es/tools/pdf-multi-tool","pdf multi tool","all in one pdf tool; pdf editor and organizer; browser pdf workspace; herramienta mÃºltiple pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/pdf-reader","pdf reader","page navigation pdf; zoom pdf; rotate pdf; pdf viewer","tool-page","Low overlap risk"
"/es/tools/pdf-to-bmp","pdf a bmp","all pages pdf; selected pages pdf; dpi setting pdf; convertir pdf bmp","tool-page","Low overlap risk"
"/es/tools/pdf-to-docx","pdf to docx","convert pdf to word; pdf to editable document; pdf to docx browser; pdf to word","tool-page","Low overlap risk"
"/es/tools/pdf-to-excel","pdf to excel","extract pdf table to excel; convert pdf tables to xlsx; pdf spreadsheet export; pdf a excel","tool-page","Low overlap risk"
"/es/tools/pdf-to-greyscale","pdf a escala de grises","convert colors pdf; preserve text pdf; all pages pdf; pdf escala de grises","tool-page","Low overlap risk"
"/es/tools/pdf-to-jpg","pdf to jpg","convert pdf to image; extract pdf pages as jpg; pdf page to jpg; pdf a jpg","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/pdf-to-json","pdf a json","extract text pdf; extract metadata pdf; structured output pdf; extraer datos pdf","tool-page","Low overlap risk"
"/es/tools/pdf-to-markdown","pdf to markdown","extract text pdf; preserve headings pdf; detect lists pdf; convert pdf to md","tool-page","Low overlap risk"
"/es/tools/pdf-to-pdfa","pdf a pdf/a","pdfa 1b pdf; pdfa 2b pdf; pdfa 3b pdf; pdf a pdfa","tool-page","Low overlap risk"
"/es/tools/pdf-to-png","pdf to png","convert pdf to png; save pdf page as png; pdf page to transparent image; pdf a png","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/pdf-to-pptx","pdf a powerpoint","preserve layout pdf; editable slides pdf; high quality images pdf; pdf a pptx","tool-page","Low overlap risk"
"/es/tools/pdf-to-svg","pdf to svg","vector output pdf; scalable quality pdf; page preview pdf; convert pdf to svg","tool-page","Low overlap risk"
"/es/tools/pdf-to-tiff","pdf a tiff","all pages pdf; multi page tiff pdf; dpi setting pdf; convertir pdf tiff","tool-page","Low overlap risk"
"/es/tools/pdf-to-webp","pdf a webp","all pages pdf; selected pages pdf; quality setting pdf; convertir pdf webp","tool-page","Low overlap risk"
"/es/tools/pdf-to-zip","pdfs a zip","package pdfs pdf; compression pdf; batch process pdf; pdf a zip","tool-page","Low overlap risk"
"/es/tools/png-to-pdf","png a pdf","multiple images pdf; transparency pdf; page size pdf; convertir png","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/posterize-pdf","posterizar pdf","split large page pdf; custom grid pdf; overlap setting pdf; imprimir poster","tool-page","Low overlap risk"
"/es/tools/psd-to-pdf","psd to pdf","multiple files pdf; psd layers pdf; page size pdf; convert psd","tool-page","Low overlap risk"
"/es/tools/rasterize-pdf","rasterize pdf","dpi control pdf; png jpeg webp pdf pdf; page range pdf; pdf to image","tool-page","Low overlap risk"
"/es/tools/remove-annotations","eliminar anotaciones","remove comments pdf; remove highlights pdf; remove links pdf; eliminar anotaciones pdf","tool-page","Low overlap risk"
"/es/tools/remove-blank-pages","eliminar pÃ¡ginas en blanco","auto detect pdf; threshold setting pdf; preview pdf; quitar pÃ¡ginas vacÃ­as","tool-page","Low overlap risk"
"/es/tools/remove-metadata","remove pdf metadata","clean pdf metadata; strip document metadata; pdf privacy cleanup; eliminar metadatos pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/remove-restrictions","eliminar restricciones","remove password pdf; remove security pdf; unlock pdf pdf; eliminar restricciones pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/repair-pdf","repair pdf file","fix broken pdf; corrupt pdf repair; pdf wont open fix; reparar pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/reverse-pages","invertir pÃ¡ginas","reverse order pdf; batch process pdf; invertir pÃ¡ginas pdf; orden inverso","tool-page","Low overlap risk"
"/es/tools/rotate-custom","rotar por grados personalizados","custom angle pdf; selected pages pdf; preview pdf; rotar pdf Ã¡ngulo personalizado","tool-page","Low overlap risk"
"/es/tools/rotate-pdf","rotar pdf","90 degree pdf; 180 degree pdf; 270 degree pdf; girar pÃ¡ginas","tool-page","Low overlap risk"
"/es/tools/sanitize-pdf","sanitizar pdf","remove metadata pdf; remove annotations pdf; remove scripts pdf; limpiar pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/sign-pdf","sign pdf in browser","add signature to pdf; draw signature on pdf; pdf signature tool; firmar pdf","tool-page","Low overlap risk"
"/es/tools/split-pdf","split pdf pages","extract pages from pdf; separate pdf pages; split pdf in browser; dividir pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/svg-to-pdf","svg a pdf","vector quality pdf; multiple files pdf; page size pdf; convertir svg","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/table-of-contents","tabla de contenidos","generate toc pdf; from bookmarks pdf; custom style pdf; tabla de contenidos pdf","tool-page","Low overlap risk"
"/es/tools/text-color","cambiar color de texto","change text color pdf; all text pdf; selected text pdf; color de texto pdf","tool-page","Low overlap risk"
"/es/tools/tiff-to-pdf","tiff a pdf","multi page tiff pdf; high quality pdf; page size pdf; convertir tiff","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/txt-to-pdf","texto a pdf","font selection pdf; page size pdf; margins pdf; txt a pdf","tool-page","Low overlap risk"
"/es/tools/validate-signature","validar firma","verify signatures pdf; certificate info pdf; integrity check pdf; validar firma pdf","tool-page","Low overlap risk"
"/es/tools/view-metadata","ver metadatos","view properties pdf; view author pdf; view dates pdf; ver metadatos pdf","tool-page","Low overlap risk"
"/es/tools/webp-to-pdf","webp a pdf","multiple images pdf; page size pdf; quality pdf; convertir webp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/es/tools/xps-to-pdf","xps to pdf","preserve layout pdf; high fidelity pdf; vector graphics pdf; convert xps","tool-page","Low overlap risk"
"/es/workflow","pdf workflow builder","browser pdf workflow; repeat pdf tasks; client side pdf workflow; OpenToolsKit","workflow","Low overlap risk"
"/fr","browser pdf tools","private pdf tools; local pdf tools; pdf tools without upload; OpenToolsKit","homepage","Low overlap risk"
"/fr/about","about opentoolskit","opentoolskit agpl; browser side file tools; private utility platform; OpenToolsKit","trust-page","Low overlap risk"
"/fr/contact","opentoolskit support","opentoolskit github; opentoolskit source code; agpl source availability; OpenToolsKit","trust-page","Low overlap risk"
"/fr/faq","opentoolskit faq","browser pdf tools faq; pdf privacy faq; local pdf processing questions; OpenToolsKit","trust-page","Low overlap risk"
"/fr/privacy","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","trust-page","Low overlap risk"
"/fr/tools","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","tools-directory","Low overlap risk"
"/fr/tools/add-attachments","ajouter des piÃ¨ces jointes","embed files pdf; multiple attachments pdf; any format pdf; piÃ¨ces jointes pdf","tool-page","Low overlap risk"
"/fr/tools/add-blank-page","ajouter une page blanche","insert position pdf; page size pdf; multiple pages pdf; ajouter page blanche","tool-page","Low overlap risk"
"/fr/tools/add-stamps","ajouter des tampons","image stamps pdf; preset stamps pdf; custom position pdf; tampons pdf","tool-page","Low overlap risk"
"/fr/tools/add-watermark","add watermark to pdf","watermark pdf in browser; add text watermark pdf; add image watermark pdf; ajouter filigrane","tool-page","Low overlap risk"
"/fr/tools/alternate-merge","fusion alternÃ©e","alternate pages pdf; preserve bookmarks pdf; custom order pdf; entrelacer pdf","tool-page","Low overlap risk"
"/fr/tools/background-color","couleur d&#x27;arriÃ¨re-plan","custom color pdf; all pages pdf; selected pages pdf; couleur fond pdf","tool-page","Low overlap risk"
"/fr/tools/bmp-to-pdf","bmp en pdf","multiple images pdf; page size pdf; compression pdf; convertir bmp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/fr/tools/bookmark","Ã©diter les signets","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; signets pdf","tool-page","Low overlap risk"
"/fr/tools/category/convert-from-pdf","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/fr/tools/category/convert-to-pdf","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/fr/tools/category/edit-annotate","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/fr/tools/category/optimize-repair","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/fr/tools/category/organize-manage","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/fr/tools/category/secure-pdf","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/fr/tools/cbz-to-pdf","cbz to pdf","comic archive pdf; image extraction pdf; page order pdf; comic to pdf","tool-page","Low overlap risk"
