"URL","page type","primary query","secondary queries","monetization relevance","cannibalization notes"
"/","root-redirect","Locale Redirect","","low","Low overlap risk"
"/_not-found","404","404: This page could not be found.","","low","Low overlap risk"
"/en/tools/extract-images","tool-page","extract images from pdf","extract all images pdf; filter small pdf; download zip pdf; extract pdf images","high","Low overlap risk"
"/en/tools/extract-pages","tool-page","extract pages from pdf","save selected pdf pages; extract pdf pages into new file; pull pages from pdf; extract pdf pages","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/extract-tables","tool-page","extract tables from pdf","json export pdf; markdown export pdf; csv export pdf; extract tables","high","Low overlap risk"
"/en/tools/fb2-to-pdf","tool-page","fb2 to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert fb2","high","Low overlap risk"
"/en/tools/find-and-redact","tool-page","redact pdf","remove sensitive text from pdf; pdf redaction tool; find and redact pdf; find and redact","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/fix-page-size","tool-page","fix page size","standardize size pdf; custom size pdf; preserve content pdf; standardize pdf","high","Low overlap risk"
"/en/tools/flatten-pdf","tool-page","flatten pdf","flatten forms pdf; flatten annotations pdf; non editable pdf; flatten forms","high","Low overlap risk"
"/en/tools/font-to-outline","tool-page","font to outline","convert fonts pdf; vector paths pdf; compatibility pdf; outline fonts","high","Low overlap risk"
"/en/tools/form-creator","tool-page","form creator","text fields pdf; checkboxes pdf; dropdowns pdf; create pdf form","high","Low overlap risk"
"/en/tools/form-filler","tool-page","fill pdf form online","fill pdf form in browser; complete pdf form without printing; type into pdf form; fill pdf form","high","Low overlap risk"
"/en/tools/grid-combine","tool-page","grid combine pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; grid combine","high","Low overlap risk"
"/en/tools/header-footer","tool-page","header &amp; footer","custom text pdf; page numbers pdf; date pdf; pdf header","high","Low overlap risk"
"/en/tools/heic-to-pdf","tool-page","heic to pdf","iphone photos pdf; multiple images pdf; page size pdf; convert heic","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/image-to-pdf","tool-page","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; convert image","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/invert-colors","tool-page","invert colors","dark mode pdf; invert all pdf; preserve images pdf; invert pdf colors","high","Low overlap risk"
"/en/tools/jpg-to-pdf","tool-page","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpeg to pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/json-to-pdf","tool-page","json to pdf","formatted output pdf; syntax highlighting pdf; page size pdf; convert json","high","Low overlap risk"
"/en/tools/linearize-pdf","tool-page","linearize pdf","fast web view pdf; optimize streaming pdf; batch process pdf; fast web view","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/markdown-to-pdf","tool-page","markdown to pdf","commonmark pdf; gfm pdf; code highlighting pdf; md to pdf","high","Low overlap risk"
"/en/tools/merge-pdf","tool-page","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; merge pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/mobi-to-pdf","tool-page","mobi to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert mobi","high","Low overlap risk"
"/en/tools/n-up-pdf","tool-page","n-up pdf","2 up pdf; 4 up pdf; 6 up pdf; multiple pages per sheet","high","Low overlap risk"
"/en/tools/ocg-manager","tool-page","pdf layer manager (ocg)","view layers pdf; toggle layers pdf; add layers pdf; pdf layers","high","Low overlap risk"
"/en/tools/ocr-pdf","tool-page","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; searchable pdf","high","Low overlap risk"
"/en/tools/organize-pdf","tool-page","organize pdf pages","reorder pdf pages; delete pdf pages; arrange pdf pages; organize pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/page-dimensions","tool-page","page dimensions","analyze size pdf; orientation pdf; units conversion pdf; pdf page size","high","Low overlap risk"
"/en/tools/page-numbers","tool-page","page numbers","custom position pdf; custom format pdf; start number pdf; add page numbers","high","Low overlap risk"
"/en/tools/pdf-booklet","tool-page","pdf booklet creator","booklet layout pdf; saddle stitch pdf; grid modes pdf; pdf booklet","high","Low overlap risk"
"/en/tools/pdf-multi-tool","tool-page","pdf multi tool","all in one pdf tool; pdf editor and organizer; browser pdf workspace; pdf editor","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/pdf-reader","tool-page","pdf reader","page navigation pdf; zoom pdf; rotate pdf; pdf viewer","high","Low overlap risk"
"/en/tools/pdf-to-bmp","tool-page","pdf to bmp","all pages pdf; selected pages pdf; dpi setting pdf; convert pdf to bitmap","high","Low overlap risk"
"/en/tools/pdf-to-docx","tool-page","pdf to docx","convert pdf to word; pdf to editable document; pdf to docx browser; pdf to word","high","Low overlap risk"
"/en/tools/pdf-to-excel","tool-page","pdf to excel","extract pdf table to excel; convert pdf tables to xlsx; pdf spreadsheet export; pdf to xlsx","high","Low overlap risk"
"/en/tools/pdf-to-greyscale","tool-page","pdf to greyscale","convert colors pdf; preserve text pdf; all pages pdf; grayscale pdf","high","Low overlap risk"
"/en/tools/pdf-to-jpg","tool-page","pdf to jpg","convert pdf to image; extract pdf pages as jpg; pdf page to jpg; pdf to jpeg","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/pdf-to-json","tool-page","pdf to json","extract text pdf; extract metadata pdf; structured output pdf; extract pdf data","high","Low overlap risk"
"/en/tools/pdf-to-markdown","tool-page","pdf to markdown","extract text pdf; preserve headings pdf; detect lists pdf; convert pdf to md","high","Low overlap risk"
"/en/tools/pdf-to-pdfa","tool-page","pdf to pdf/a","pdfa 1b pdf; pdfa 2b pdf; pdfa 3b pdf; pdf to pdfa","high","Low overlap risk"
"/en/tools/pdf-to-png","tool-page","pdf to png","convert pdf to png; save pdf page as png; pdf page to transparent image; pdf image extraction","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/pdf-to-pptx","tool-page","pdf to powerpoint","preserve layout pdf; editable slides pdf; high quality images pdf; pdf to pptx","high","Low overlap risk"
"/en/tools/pdf-to-svg","tool-page","pdf to svg","vector output pdf; scalable quality pdf; page preview pdf; convert pdf to svg","high","Low overlap risk"
"/en/tools/pdf-to-tiff","tool-page","pdf to tiff","all pages pdf; multi page tiff pdf; dpi setting pdf; convert pdf to tiff","high","Low overlap risk"
"/en/tools/pdf-to-webp","tool-page","pdf to webp","all pages pdf; selected pages pdf; quality setting pdf; convert pdf to webp","high","Low overlap risk"
"/en/tools/pdf-to-zip","tool-page","pdfs to zip","package pdfs pdf; compression pdf; batch process pdf; pdf to zip","high","Low overlap risk"
"/en/tools/png-to-pdf","tool-page","png to pdf","multiple images pdf; transparency pdf; page size pdf; convert png","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/posterize-pdf","tool-page","posterize pdf","split large page pdf; custom grid pdf; overlap setting pdf; tile pdf","high","Low overlap risk"
"/en/tools/psd-to-pdf","tool-page","psd to pdf","multiple files pdf; psd layers pdf; page size pdf; convert psd","high","Low overlap risk"
"/en/tools/rasterize-pdf","tool-page","rasterize pdf","dpi control pdf; png jpeg webp pdf pdf; page range pdf; pdf to image","high","Low overlap risk"
"/en/tools/remove-annotations","tool-page","remove annotations","remove comments pdf; remove highlights pdf; remove links pdf; remove pdf annotations","high","Low overlap risk"
"/en/tools/remove-blank-pages","tool-page","remove blank pages","auto detect pdf; threshold setting pdf; preview pdf; delete empty pages","high","Low overlap risk"
"/en/tools/remove-metadata","tool-page","remove pdf metadata","clean pdf metadata; strip document metadata; pdf privacy cleanup; strip metadata","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/remove-restrictions","tool-page","remove restrictions","remove password pdf; remove security pdf; unlock pdf pdf; remove pdf restrictions","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/repair-pdf","tool-page","repair pdf file","fix broken pdf; corrupt pdf repair; pdf wont open fix; repair pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/reverse-pages","tool-page","reverse pages","reverse order pdf; batch process pdf; reverse pdf; flip page order","high","Low overlap risk"
"/en/tools/rotate-custom","tool-page","rotate by custom degrees","custom angle pdf; selected pages pdf; preview pdf; rotate pdf custom angle","high","Low overlap risk"
"/en/tools/rotate-pdf","tool-page","rotate pdf","90 degree pdf; 180 degree pdf; 270 degree pdf; turn pdf pages","high","Low overlap risk"
"/en/tools/sanitize-pdf","tool-page","sanitize pdf","remove metadata pdf; remove annotations pdf; remove scripts pdf; clean pdf","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/sign-pdf","tool-page","sign pdf in browser","add signature to pdf; draw signature on pdf; pdf signature tool; sign pdf","high","Low overlap risk"
"/en/tools/split-pdf","tool-page","split pdf pages","extract pages from pdf; separate pdf pages; split pdf in browser; split pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/svg-to-pdf","tool-page","svg to pdf","vector quality pdf; multiple files pdf; page size pdf; convert svg","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/table-of-contents","tool-page","table of contents","generate toc pdf; from bookmarks pdf; custom style pdf; pdf table of contents","high","Low overlap risk"
"/en/tools/text-color","tool-page","change text color","change text color pdf; all text pdf; selected text pdf; change pdf text color","high","Low overlap risk"
"/en/tools/tiff-to-pdf","tool-page","tiff to pdf","multi page tiff pdf; high quality pdf; page size pdf; convert tiff","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/txt-to-pdf","tool-page","text to pdf","font selection pdf; page size pdf; margins pdf; txt to pdf","high","Low overlap risk"
"/en/tools/validate-signature","tool-page","validate signature","verify signatures pdf; certificate info pdf; integrity check pdf; validate pdf signature","high","Low overlap risk"
"/en/tools/view-metadata","tool-page","view metadata","view properties pdf; view author pdf; view dates pdf; pdf metadata","high","Low overlap risk"
"/en/tools/webp-to-pdf","tool-page","webp to pdf","multiple images pdf; page size pdf; quality pdf; convert webp","high","Expand unique query-first copy and dedicated SEO override."
"/en/tools/xps-to-pdf","tool-page","xps to pdf","preserve layout pdf; high fidelity pdf; vector graphics pdf; convert xps","high","Low overlap risk"
"/en/workflow","workflow","pdf workflow builder","browser pdf workflow; repeat pdf tasks; client side pdf workflow; OpenToolsKit","low","Low overlap risk"
"/es","homepage","browser pdf tools","private pdf tools; local pdf tools; pdf tools without upload; OpenToolsKit","medium","Low overlap risk"
"/es/about","trust-page","about opentoolskit","opentoolskit agpl; browser side file tools; private utility platform; OpenToolsKit","medium","Low overlap risk"
"/es/contact","trust-page","opentoolskit support","opentoolskit github; opentoolskit source code; agpl source availability; OpenToolsKit","medium","Low overlap risk"
"/es/faq","trust-page","opentoolskit faq","browser pdf tools faq; pdf privacy faq; local pdf processing questions; OpenToolsKit","medium","Low overlap risk"
"/es/privacy","trust-page","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","medium","Low overlap risk"
"/es/tools","tools-directory","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","medium","Low overlap risk"
"/es/tools/add-attachments","tool-page","aÃ±adir adjuntos","embed files pdf; multiple attachments pdf; any format pdf; adjuntos pdf","high","Low overlap risk"
"/es/tools/add-blank-page","tool-page","aÃ±adir pÃ¡gina en blanco","insert position pdf; page size pdf; multiple pages pdf; aÃ±adir pÃ¡gina blanco","high","Low overlap risk"
"/es/tools/add-stamps","tool-page","aÃ±adir sellos","image stamps pdf; preset stamps pdf; custom position pdf; sellos pdf","high","Low overlap risk"
"/es/tools/add-watermark","tool-page","add watermark to pdf","watermark pdf in browser; add text watermark pdf; add image watermark pdf; marca de agua pdf","high","Low overlap risk"
"/es/tools/alternate-merge","tool-page","combinaciÃ³n alternada","alternate pages pdf; preserve bookmarks pdf; custom order pdf; combinar alternado","high","Low overlap risk"
"/es/tools/background-color","tool-page","color de fondo","custom color pdf; all pages pdf; selected pages pdf; color de fondo pdf","high","Low overlap risk"
"/es/tools/bmp-to-pdf","tool-page","bmp a pdf","multiple images pdf; page size pdf; compression pdf; convertir bmp","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/bookmark","tool-page","editar marcadores","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; marcadores pdf","high","Low overlap risk"
"/es/tools/category/convert-from-pdf","category-hub","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","medium","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/convert-to-pdf","category-hub","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","medium","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/edit-annotate","category-hub","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","medium","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/optimize-repair","category-hub","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","medium","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/organize-manage","category-hub","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","medium","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/category/secure-pdf","category-hub","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","medium","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/cbz-to-pdf","tool-page","cbz to pdf","comic archive pdf; image extraction pdf; page order pdf; comic to pdf","high","Low overlap risk"
"/es/tools/change-permissions","tool-page","cambiar permisos","print permission pdf; copy permission pdf; edit permission pdf; permisos pdf","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/combine-single-page","tool-page","combinar en pÃ¡gina Ãºnica","continuous scroll pdf; stitch pages pdf; custom spacing pdf; combinar pÃ¡gina Ãºnica","high","Low overlap risk"
"/es/tools/compare-pdfs","tool-page","comparar pdfs","side by side pdf; highlight differences pdf; overlay mode pdf; comparar pdf","high","Low overlap risk"
"/es/tools/compress-pdf","tool-page","compress pdf file","reduce pdf size; pdf too large for upload; shrink pdf in browser; comprimir pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/crop-pdf","tool-page","recortar pdf","trim margins pdf; custom crop pdf; all pages pdf; cortar pdf","high","Low overlap risk"
"/es/tools/decrypt-pdf","tool-page","decrypt pdf","remove password from pdf; unlock pdf in browser; open protected pdf; descifrar pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/delete-pages","tool-page","delete pdf pages","remove pages from pdf; delete pages from pdf online; trim pdf pages; eliminar pÃ¡ginas pdf","high","Low overlap risk"
"/es/tools/deskew-pdf","tool-page","enderezar pdf","auto straighten pdf; scanned documents pdf; angle detection pdf; corregir pdf inclinado","high","Low overlap risk"
"/es/tools/digital-sign-pdf","tool-page","digitally sign pdf","certificate sign pdf; x509 pdf signature; sign pdf with certificate; firma digital pdf","high","Low overlap risk"
"/es/tools/divide-pages","tool-page","dividir pÃ¡ginas","horizontal split pdf; vertical split pdf; custom divisions pdf; dividir pÃ¡ginas pdf","high","Low overlap risk"
"/es/tools/djvu-to-pdf","tool-page","djvu a pdf","preserve formatting pdf; dpi setting pdf; quality setting pdf; convertir djvu","high","Low overlap risk"
"/es/tools/edit-attachments","tool-page","editar adjuntos","view attachments pdf; remove attachments pdf; rename attachments pdf; editar adjuntos pdf","high","Low overlap risk"
"/es/tools/edit-metadata","tool-page","editar metadatos","edit title pdf; edit author pdf; edit subject pdf; editar metadatos pdf","high","Low overlap risk"
"/es/tools/edit-pdf","tool-page","edit pdf in browser","annotate pdf online; add notes to pdf; mark up pdf locally; editar pdf","high","Low overlap risk"
"/es/tools/email-to-pdf","tool-page","email a pdf","inline images pdf; attachments pdf; cc bcc pdf; eml a pdf","high","Low overlap risk"
"/es/tools/encrypt-pdf","tool-page","encrypt pdf","password protect pdf; secure pdf with password; pdf encryption browser; cifrar pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/epub-to-pdf","tool-page","epub to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert epub","high","Low overlap risk"
"/es/tools/extract-attachments","tool-page","extraer adjuntos","extract all pdf; zip output pdf; batch extract pdf; extraer adjuntos pdf","high","Low overlap risk"
"/es/tools/extract-images","tool-page","extract images from pdf","extract all images pdf; filter small pdf; download zip pdf; extract pdf images","high","Low overlap risk"
"/es/tools/extract-pages","tool-page","extract pages from pdf","save selected pdf pages; extract pdf pages into new file; pull pages from pdf; extraer pÃ¡ginas pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/extract-tables","tool-page","extract tables from pdf","json export pdf; markdown export pdf; csv export pdf; extract tables","high","Low overlap risk"
"/es/tools/fb2-to-pdf","tool-page","fb2 a pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convertir fb2","high","Low overlap risk"
"/es/tools/find-and-redact","tool-page","redact pdf","remove sensitive text from pdf; pdf redaction tool; find and redact pdf; find and redact","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/fix-page-size","tool-page","corregir tamaÃ±o de pÃ¡gina","standardize size pdf; custom size pdf; preserve content pdf; corregir tamaÃ±o pdf","high","Low overlap risk"
"/es/tools/flatten-pdf","tool-page","aplanar pdf","flatten forms pdf; flatten annotations pdf; non editable pdf; flatten pdf","high","Low overlap risk"
"/es/tools/font-to-outline","tool-page","font to outline","convert fonts pdf; vector paths pdf; compatibility pdf; outline fonts","high","Low overlap risk"
"/es/tools/form-creator","tool-page","crear formularios","text fields pdf; checkboxes pdf; dropdowns pdf; crear formularios pdf","high","Low overlap risk"
"/es/tools/form-filler","tool-page","fill pdf form online","fill pdf form in browser; complete pdf form without printing; type into pdf form; rellenar formularios pdf","high","Low overlap risk"
"/es/tools/grid-combine","tool-page","combinar en cuadrÃ­cula pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; combinar cuadrÃ­cula","high","Low overlap risk"
"/es/tools/header-footer","tool-page","encabezado y pie de pÃ¡gina","custom text pdf; page numbers pdf; date pdf; encabezado pdf","high","Low overlap risk"
"/es/tools/heic-to-pdf","tool-page","heic a pdf","iphone photos pdf; multiple images pdf; page size pdf; convertir heic","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/image-to-pdf","tool-page","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; imagen a pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/invert-colors","tool-page","invertir colores","dark mode pdf; invert all pdf; preserve images pdf; invertir colores pdf","high","Low overlap risk"
"/es/tools/jpg-to-pdf","tool-page","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpg a pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/json-to-pdf","tool-page","json a pdf","formatted output pdf; syntax highlighting pdf; page size pdf; convertir json","high","Low overlap risk"
"/es/tools/linearize-pdf","tool-page","linearizar pdf","fast web view pdf; optimize streaming pdf; batch process pdf; fast web view","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/markdown-to-pdf","tool-page","markdown to pdf","commonmark pdf; gfm pdf; code highlighting pdf; md to pdf","high","Low overlap risk"
"/es/tools/merge-pdf","tool-page","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; combinar pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/mobi-to-pdf","tool-page","mobi to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert mobi","high","Low overlap risk"
"/es/tools/n-up-pdf","tool-page","n-up pdf","2 up pdf; 4 up pdf; 6 up pdf; mÃºltiples pÃ¡ginas","high","Low overlap risk"
"/es/tools/ocg-manager","tool-page","pdf layer manager (ocg)","view layers pdf; toggle layers pdf; add layers pdf; pdf layers","high","Low overlap risk"
"/es/tools/ocr-pdf","tool-page","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; reconocimiento texto","high","Low overlap risk"
"/es/tools/organize-pdf","tool-page","organize pdf pages","reorder pdf pages; delete pdf pages; arrange pdf pages; organizar pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/page-dimensions","tool-page","dimensiones de pÃ¡gina","analyze size pdf; orientation pdf; units conversion pdf; dimensiones pdf","high","Low overlap risk"
"/es/tools/page-numbers","tool-page","nÃºmeros de pÃ¡gina","custom position pdf; custom format pdf; start number pdf; nÃºmeros de pÃ¡gina pdf","high","Low overlap risk"
"/es/tools/pdf-booklet","tool-page","pdf booklet creator","booklet layout pdf; saddle stitch pdf; grid modes pdf; pdf booklet","high","Low overlap risk"
"/es/tools/pdf-multi-tool","tool-page","pdf multi tool","all in one pdf tool; pdf editor and organizer; browser pdf workspace; herramienta mÃºltiple pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/pdf-reader","tool-page","pdf reader","page navigation pdf; zoom pdf; rotate pdf; pdf viewer","high","Low overlap risk"
"/es/tools/pdf-to-bmp","tool-page","pdf a bmp","all pages pdf; selected pages pdf; dpi setting pdf; convertir pdf bmp","high","Low overlap risk"
"/es/tools/pdf-to-docx","tool-page","pdf to docx","convert pdf to word; pdf to editable document; pdf to docx browser; pdf to word","high","Low overlap risk"
"/es/tools/pdf-to-excel","tool-page","pdf to excel","extract pdf table to excel; convert pdf tables to xlsx; pdf spreadsheet export; pdf a excel","high","Low overlap risk"
"/es/tools/pdf-to-greyscale","tool-page","pdf a escala de grises","convert colors pdf; preserve text pdf; all pages pdf; pdf escala de grises","high","Low overlap risk"
"/es/tools/pdf-to-jpg","tool-page","pdf to jpg","convert pdf to image; extract pdf pages as jpg; pdf page to jpg; pdf a jpg","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/pdf-to-json","tool-page","pdf a json","extract text pdf; extract metadata pdf; structured output pdf; extraer datos pdf","high","Low overlap risk"
"/es/tools/pdf-to-markdown","tool-page","pdf to markdown","extract text pdf; preserve headings pdf; detect lists pdf; convert pdf to md","high","Low overlap risk"
"/es/tools/pdf-to-pdfa","tool-page","pdf a pdf/a","pdfa 1b pdf; pdfa 2b pdf; pdfa 3b pdf; pdf a pdfa","high","Low overlap risk"
"/es/tools/pdf-to-png","tool-page","pdf to png","convert pdf to png; save pdf page as png; pdf page to transparent image; pdf a png","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/pdf-to-pptx","tool-page","pdf a powerpoint","preserve layout pdf; editable slides pdf; high quality images pdf; pdf a pptx","high","Low overlap risk"
"/es/tools/pdf-to-svg","tool-page","pdf to svg","vector output pdf; scalable quality pdf; page preview pdf; convert pdf to svg","high","Low overlap risk"
"/es/tools/pdf-to-tiff","tool-page","pdf a tiff","all pages pdf; multi page tiff pdf; dpi setting pdf; convertir pdf tiff","high","Low overlap risk"
"/es/tools/pdf-to-webp","tool-page","pdf a webp","all pages pdf; selected pages pdf; quality setting pdf; convertir pdf webp","high","Low overlap risk"
"/es/tools/pdf-to-zip","tool-page","pdfs a zip","package pdfs pdf; compression pdf; batch process pdf; pdf a zip","high","Low overlap risk"
"/es/tools/png-to-pdf","tool-page","png a pdf","multiple images pdf; transparency pdf; page size pdf; convertir png","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/posterize-pdf","tool-page","posterizar pdf","split large page pdf; custom grid pdf; overlap setting pdf; imprimir poster","high","Low overlap risk"
"/es/tools/psd-to-pdf","tool-page","psd to pdf","multiple files pdf; psd layers pdf; page size pdf; convert psd","high","Low overlap risk"
"/es/tools/rasterize-pdf","tool-page","rasterize pdf","dpi control pdf; png jpeg webp pdf pdf; page range pdf; pdf to image","high","Low overlap risk"
"/es/tools/remove-annotations","tool-page","eliminar anotaciones","remove comments pdf; remove highlights pdf; remove links pdf; eliminar anotaciones pdf","high","Low overlap risk"
"/es/tools/remove-blank-pages","tool-page","eliminar pÃ¡ginas en blanco","auto detect pdf; threshold setting pdf; preview pdf; quitar pÃ¡ginas vacÃ­as","high","Low overlap risk"
"/es/tools/remove-metadata","tool-page","remove pdf metadata","clean pdf metadata; strip document metadata; pdf privacy cleanup; eliminar metadatos pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/remove-restrictions","tool-page","eliminar restricciones","remove password pdf; remove security pdf; unlock pdf pdf; eliminar restricciones pdf","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/repair-pdf","tool-page","repair pdf file","fix broken pdf; corrupt pdf repair; pdf wont open fix; reparar pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/reverse-pages","tool-page","invertir pÃ¡ginas","reverse order pdf; batch process pdf; invertir pÃ¡ginas pdf; orden inverso","high","Low overlap risk"
"/es/tools/rotate-custom","tool-page","rotar por grados personalizados","custom angle pdf; selected pages pdf; preview pdf; rotar pdf Ã¡ngulo personalizado","high","Low overlap risk"
"/es/tools/rotate-pdf","tool-page","rotar pdf","90 degree pdf; 180 degree pdf; 270 degree pdf; girar pÃ¡ginas","high","Low overlap risk"
"/es/tools/sanitize-pdf","tool-page","sanitizar pdf","remove metadata pdf; remove annotations pdf; remove scripts pdf; limpiar pdf","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/sign-pdf","tool-page","sign pdf in browser","add signature to pdf; draw signature on pdf; pdf signature tool; firmar pdf","high","Low overlap risk"
"/es/tools/split-pdf","tool-page","split pdf pages","extract pages from pdf; separate pdf pages; split pdf in browser; dividir pdf","high","Maintain comparison links and monitor sibling intent overlap."
"/es/tools/svg-to-pdf","tool-page","svg a pdf","vector quality pdf; multiple files pdf; page size pdf; convertir svg","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/table-of-contents","tool-page","tabla de contenidos","generate toc pdf; from bookmarks pdf; custom style pdf; tabla de contenidos pdf","high","Low overlap risk"
"/es/tools/text-color","tool-page","cambiar color de texto","change text color pdf; all text pdf; selected text pdf; color de texto pdf","high","Low overlap risk"
"/es/tools/tiff-to-pdf","tool-page","tiff a pdf","multi page tiff pdf; high quality pdf; page size pdf; convertir tiff","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/txt-to-pdf","tool-page","texto a pdf","font selection pdf; page size pdf; margins pdf; txt a pdf","high","Low overlap risk"
"/es/tools/validate-signature","tool-page","validar firma","verify signatures pdf; certificate info pdf; integrity check pdf; validar firma pdf","high","Low overlap risk"
"/es/tools/view-metadata","tool-page","ver metadatos","view properties pdf; view author pdf; view dates pdf; ver metadatos pdf","high","Low overlap risk"
"/es/tools/webp-to-pdf","tool-page","webp a pdf","multiple images pdf; page size pdf; quality pdf; convertir webp","high","Expand unique query-first copy and dedicated SEO override."
"/es/tools/xps-to-pdf","tool-page","xps to pdf","preserve layout pdf; high fidelity pdf; vector graphics pdf; convert xps","high","Low overlap risk"
"/es/workflow","workflow","pdf workflow builder","browser pdf workflow; repeat pdf tasks; client side pdf workflow; OpenToolsKit","low","Low overlap risk"
"/fr","homepage","browser pdf tools","private pdf tools; local pdf tools; pdf tools without upload; OpenToolsKit","medium","Low overlap risk"
"/fr/about","trust-page","about opentoolskit","opentoolskit agpl; browser side file tools; private utility platform; OpenToolsKit","medium","Low overlap risk"
"/fr/contact","trust-page","opentoolskit support","opentoolskit github; opentoolskit source code; agpl source availability; OpenToolsKit","medium","Low overlap risk"
"/fr/faq","trust-page","opentoolskit faq","browser pdf tools faq; pdf privacy faq; local pdf processing questions; OpenToolsKit","medium","Low overlap risk"
"/fr/privacy","trust-page","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","medium","Low overlap risk"
"/fr/tools","tools-directory","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","medium","Low overlap risk"
"/fr/tools/add-attachments","tool-page","ajouter des piÃ¨ces jointes","embed files pdf; multiple attachments pdf; any format pdf; piÃ¨ces jointes pdf","high","Low overlap risk"
